VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
ZLL RGB Bulb;;;C05E;;TRADFRI bulb E27 CWS opal 600lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI bulb E27 CWS opal 600lm;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-rgb-bulb.src/zll-rgb-bulb.groovy
ZLL RGB Bulb;;;C05E;;TRADFRI bulb E26 CWS opal 600lm;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA TRÃDFRI bulb E26 CWS opal 600lm;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-rgb-bulb.src/zll-rgb-bulb.groovy
Plant Link;;;0104;;;;;;0000,0001,0003,0B04;0003;;;;;OSO Technologies PlantLink Soil Moisture Sensor;;;;;1;;SmartThingsPublic/devicetypes/smartthings/plant-link.src/plant-link.groovy
Zigbee Smoke Sensor;;;0104;;b5db59bfd81e4f1f95dc57fdbba17931;;0402;;0000,0001,0003,0500,0502,0009;0019;;;;;æ¬§çå çé¾æ¥è­¦å¨(SF21);;;;Heiman;;;SmartThingsPublic/devicetypes/smartthings/zigbee-smoke-sensor.src/zigbee-smoke-sensor.groovy
Zigbee Smoke Sensor;;;0104;;98293058552c49f38ad0748541ee96ba;;0402;;0000,0001,0003,0500,0502,0009;0019;;;;;æ¬§çå çé¾æ¥è­¦å¨(SF21);;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-smoke-sensor.src/zigbee-smoke-sensor.groovy
Zigbee Smoke Sensor;;;0104;;SmokeSensor-EM;;0402;;0000,0001,0003,0500,0502;0019;;;;;HEIMAN Smoke Sensor (HS1SA-E);;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-smoke-sensor.src/zigbee-smoke-sensor.groovy
Z-Wave Radiator Thermostat;;SmartThings;;0015;0001;;;;;;;;;;Everspring Thermostatic Radiator Valve;;generic-radiator-thermostat;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-radiator-thermostat.src/zwave-radiator-thermostat.groovy
Z-Wave Radiator Thermostat;;SmartThings;;0115;A010;;;;;;;;;;POPP Radiator Thermostat Valve;;generic-radiator-thermostat-2;0002;;;;SmartThingsPublic/devicetypes/smartthings/zwave-radiator-thermostat.src/zwave-radiator-thermostat.groovy
Z-Wave Switch;;;;4952;;;;;;;;;;;GE Wall Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch.src/zwave-switch.groovy
Z-Wave Switch;;;;5257;;;;;;;;;;;GE Wall Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch.src/zwave-switch.groovy
Z-Wave Switch;;;;5052;;;;;;;;;;;GE Plug-In Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch.src/zwave-switch.groovy
Z-Wave Switch;;;;5257;;;;;;;;;;;Z-Wave Wall Switch;;;0113;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch.src/zwave-switch.groovy
Aeon LED Bulb 6 Multi-Color;;;;0103;0002;;;;;;;;;;Aeon LED Bulb 6 Multi-Color;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/aeon-led-bulb-6.src/aeon-led-bulb-6.groovy
Aeon LED Bulb 6 Multi-Color;;;;0003;0002;;;;;;;;;;Aeon LED Bulb 6 Multi-Color;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/aeon-led-bulb-6.src/aeon-led-bulb-6.groovy
Orvibo Contact Sensor;;;0104;;DS01;;0402;;0000,0001,0003,0500;0003;;;;;eWeLink Door Sensor;;;;eWeLink;;;SmartThingsPublic/devicetypes/smartthings/Orvibo-Contact-Sensor.src/Orvibo-Contact-Sensor.groovy
Orvibo Contact Sensor;;;;;WindowSensor51AU;;;;0000,0001,0003,000F,0020,0500;000A,0019;;;;;Aurora Smart Door/Window Sensor;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/Orvibo-Contact-Sensor.src/Orvibo-Contact-Sensor.groovy
Orvibo Contact Sensor;;;0104;;DoorSensor-N;;0402;;0000,0003,0500,0001;;;;;;HEIMAN Door Sensor;;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/Orvibo-Contact-Sensor.src/Orvibo-Contact-Sensor.groovy
ZLL RGBW Bulb;;;C05E;;;;0210;;0006, 0008, 0300;;;;;;Generic RGBW Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;ZLL-ExtendedColor;;0210;;0000, 0003, 0004, 0005, 0006, 0008, 0300, FFFF, 0019;0019;;;;;Eria ZLL RGBW Bulb;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;ZLL-ExtendedColor;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, FFFF;0019;;;;;INGENIUM ZB RGBW Light;;;;Megaman;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;RB 185 C;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;Innr Smart Bulb Color;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;FL 130 C;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300;0019;;;;;Innr Flex Light Color;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;OSRAM SMART+ LED Classic A60 RGBW;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;PAR 16 50 RGBW - LIGHTIFY;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B04, FC0F;0019;;;;;OSRAM SMART+ RGBW PAR 16 50;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;CLA60 RGBW OSRAM;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, FC0F;0019;;;;;OSRAM SMART+ LED Classic A60 RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;Flex RGBW;;;;0000,0003,0004,0005,0006,0008,0300,1000,FC0F;0019;;;;;OSRAM SMART+ Flex RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;Gardenpole RGBW-Lightify;;;;0000,0003,0004,0005,0006,0008,0300,1000,FC0F;0019;;;;;OSRAM SMART+ Gardenpole RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LIGHTIFY Outdoor Flex RGBW;;;;0000,0003,0004,0005,0006,0008,0300,1000,FC0F;0019;;;;;OSRAM SMART+ Outdoor Flex RGBW;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;SmartThings;C05E;;LIGHTIFY Indoor Flex RGBW;;;;0000,0003,0004,0005,0006,0008,0300,1000,FC0F;0019;;;;;OSRAM SMART+ Indoor Flex RGBW;;generic-rgbw-color-bulb-2000K-6500K;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT001;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT002;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue BR30;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT003;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue GU10;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT007;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT010;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT011;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue BR30;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT012;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue Candle;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT014;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT015;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LCT016;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LST001;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue Lightstrip;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;LST002;;;;0000,0003,0004,0005,0006,0008,0300,1000;0019;;;;;Philips Hue Lightstrip;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
ZLL RGBW Bulb;;;C05E;;GL-B-001Z;;;;;;;;;;XLSmart E14 RGBW Light Bulb;;;;GLEDOPTO;;;SmartThingsPublic/devicetypes/smartthings/zll-rgbw-bulb.src/zll-rgbw-bulb.groovy
NYCE Open/Closed Sensor;;;;;3010;;;;0000,0001,0003,0500,0020;;;;;;NYCE Door Hinge Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
NYCE Open/Closed Sensor;;;;;3011;;;;0000,0001,0003,0406,0500,0020;;;;;;NYCE Door/Window Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
NYCE Open/Closed Sensor;;;;;3011;;;;0000,0001,0003,0500,0020;;;;;;NYCE Door/Window Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
NYCE Open/Closed Sensor;;;;;3014;;;;0000,0001,0003,0406,0500,0020;;;;;;NYCE Tilt Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
NYCE Open/Closed Sensor;;;;;3014;;;;0000,0001,0003,0500,0020;;;;;;NYCE Tilt Sensor;;;;NYCE;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
NYCE Open/Closed Sensor;;;;;E1D-G73;;;;0000,0001,0003,0020,0500,0B05,FC02;;;;;;Sengled Element Door Sensor;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/nyce-open-closed-sensor.src/nyce-open-closed-sensor.groovy
