VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
ZLL Dimmer Bulb;;;C05E;;ZLL-DimmableLight;;;;0000, 0003, 0004, 0005, 0006, 0008, FFFF;0019;;;;;INGENIUM ZB Dimmable Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;BSZTM002;;;;0000, 0003, 0004, 0005, 0006, 0008, FFFF;0019;;;;;INGENIUM ZB Dimmable A60 Bulb;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;BSZTM003;;;;0000, 0003, 0004, 0005, 0006, 0008, FFFF;0019;;;;;INGENIUM ZB Dimming Module;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;RS 125;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Innr Smart Spot White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;RB 165;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Innr Smart Bulb White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;RB 175 W;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Innr Smart Bulb Warm Dimming;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;RB 145;;;;0000, 0003, 0004, 0005, 0006, 0008;0019;;;;;Innr Smart Candle White;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;Classic A60 W clear;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000, 0B04, FC0F;0019;;;;;OSRAM SMART+ LED Smart Connected Light;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;Classic A60 W clear - LIGHTIFY;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000, 0B04, FC0F;0019;;;;;OSRAM SMART+ LED Smart Connected Light;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;CLA60 OFD OSRAM;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000, FC0F;0019;;;;;OSRAM SMART+ LED Classic A60 Dimming;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;LWB004;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Philips Hue White;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;LWB006;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Philips Hue White;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;LWB007;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Philips Hue White;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;LWB010;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Philips Hue White;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;C05E;;LWB014;;;;0000, 0003, 0004, 0005, 0006, 0008, 1000;0019;;;;;Philips Hue White;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZLL Dimmer Bulb;;;0104;;E14-U43;;;;0000, 0003, 0004, 0005, 0006, 0008, 0702, 0B05;0019;;;;;Sengled E14-U43;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zll-dimmer-bulb.src/zll-dimmer-bulb.groovy
ZigBee Window Shade Battery;;;;;KADRILJ roller blind;;;;;;;;;;IKEA KADRILJ Blinds;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zigbee-window-shade-battery.src/zigbee-window-shade-battery.groovy
ZigBee Window Shade Battery;;;;;FYRTUR block-out roller blind;;;;;;;;;;IKEA FYRTUR Blinds;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zigbee-window-shade-battery.src/zigbee-window-shade-battery.groovy
Aeon Home Energy Meter;;;;0102;005F;;;;;;;;;;Home Energy Meter (Gen5);;;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeon-home-energy-meter.src/aeon-home-energy-meter.groovy
Aeon Home Energy Meter;;;;0002;005F;;;;;;;;;;Home Energy Meter (Gen5);;;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeon-home-energy-meter.src/aeon-home-energy-meter.groovy
Aeon Home Energy Meter;;;;0007;0052;;;;;;;;;;Qubino Smart Meter;;;0159;;;;SmartThingsPublic/devicetypes/smartthings/aeon-home-energy-meter.src/aeon-home-energy-meter.groovy
CT100 Thermostat;;;;6401;0107;;;;;;;;;;2Gig CT100 Programmable Thermostat;;;0098;;;;SmartThingsPublic/devicetypes/smartthings/ct100-thermostat.src/ct100-thermostat.groovy
CT100 Thermostat;;;;6501;000C;;;;;;;;;;Radio Thermostat CT101;;;0098;;;;SmartThingsPublic/devicetypes/smartthings/ct100-thermostat.src/ct100-thermostat.groovy
Leaksmart Water Sensor;;;;;leakSMART Water Sensor V2;;;;0000,0001,0003,0402,0B02,FC02;0003,0019;;;;;leakSMART Water Sensor;;;;WAXMAN;;;SmartThingsPublic/devicetypes/smartthings/leaksmart-water-sensor.src/leaksmart-water-sensor.groovy
Z-Wave Multi Metering Switch;;;;0003;0084;;;;;;;;;;Aeotec Nano Switch 1;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Multi Metering Switch;;;;0103;0084;;;;;;;;;;Aeotec Nano Switch 1;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Multi Metering Switch;;;;0203;0084;;;;;;;;;;Aeotec Nano Switch 1;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Multi Metering Switch;;;;;;;;0x5E,0x25,0x27,0x32,0x81,0x71,0x60,0x8E,0x2C,0x2B,0x70,0x86,0x72,0x73,0x85,0x59,0x98,0x7A,0x5A;;;0x82;;;;Aeotec Nano Switch 1;;;0000;;;0x8700;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Multi Metering Switch;;;;A000;A004;;;;;;;;;;Zooz ZEN Power Strip;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Multi Metering Switch;;;;A000;A003;;;;;;;;;;Zooz Double Plug;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-multi-metering-switch.src/zwave-multi-metering-switch.groovy
Z-Wave Water Valve;;;;0003;0002;;;;;;;;;;Leak Intelligence Leak Gopher Water Shutoff Valve;;;0173;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-valve.src/zwave-water-valve.groovy
Z-Wave Water Valve;;;;0003;0002;;;;;;;;;;Dome Water Main Shut-off;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-valve.src/zwave-water-valve.groovy
Z-Wave Water Valve;;;;0003;0002;;;;;;;;;;EcoNet Bulldog Valve Robot;;;0157;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-valve.src/zwave-water-valve.groovy
Z-Wave Water Valve;;;;0003;0512;;;;;;;;;;POPP Secure Flow Stop;;;0152;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-valve.src/zwave-water-valve.groovy
ZigBee Multi Switch Power;;;;;DoubleSocket50AU;;;;0000, 0003, 0004, 0005, 0006, 0008, 0B04;0019;;;;;AURORA SMART DOUBLE SOCKET 1;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-multi-switch-power.src/zigbee-multi-switch-power.groovy
Z-Wave Water Sensor;;;;0003;0085;;;;;;;;;;Dome Leak Sensor;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-sensor.src/zwave-water-sensor.groovy
Z-Wave Water Sensor;;;;0003;1085;;;;;;;;;;NEO Coolcam Water Sensor;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-sensor.src/zwave-water-sensor.groovy
Z-Wave Water Sensor;;;;0102;007A;;;;;;;;;;Aeotec Water Sensor 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-sensor.src/zwave-water-sensor.groovy
Z-Wave Water Sensor;;;;0002;007A;;;;;;;;;;Aeotec Water Sensor 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-sensor.src/zwave-water-sensor.groovy
Z-Wave Water Sensor;;;;0201;000A;;;;;;;;;;HomeSeer LS100+ Water Sensor;;;000C;;;;SmartThingsPublic/devicetypes/smartthings/zwave-water-sensor.src/zwave-water-sensor.groovy
Zooz Power Strip;;;;0651;F51C;;;;;;;;;;Zooz ZEN 20 Power Strip;;;;015D;;;SmartThingsPublic/devicetypes/smartthings/zooz-power-strip.src/zooz-power-strip.groovy
Aeotec Wallmote;;SmartThings;;;0082;;;;;;;;;;Aeotec Wallmote Quad;;generic-4-button;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeotec-wallmote.src/aeotec-wallmote.groovy
Aeotec Wallmote;;SmartThings;;;0081;;;;;;;;;;Aeotec Wallmote;;generic-2-button;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeotec-wallmote.src/aeotec-wallmote.groovy
Z-Wave Switch Generic;;;;;;;;;0x25;;;;;;Z-Wave Switch;;;;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;1A02;0334;oic.d.smartplug;;;;;;;;;Leviton Appliance Module;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;3401;0001;;;;;;;;;;Leviton Switch;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4F50;3031;oic.d.smartplug;;;;;;;;;GE Plug-in Outdoor Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4F50;3032;oic.d.smartplug;;;;;;;;;GE Plug-in Outdoor Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5250;3130;oic.d.smartplug;;;;;;;;;GE Plug-in Outdoor Switch;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;1D04;0334;oic.d.smartplug;;;;;;;;;Leviton Outlet;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;1C02;0334;;;;;;;;;;Leviton Switch;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;0301;0334;;;;;;;;;;Leviton 15A Switch;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;0F01;0334;;;;;;;;;;Leviton 5A Incandescent Switch;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;1603;0334;oic.d.smartplug;;;;;;;;;Leviton 15A Split Duplex Receptacle;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;0101;0102;;;;;;;;;;Enerwave On/Off Switch;;;011A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;0101;0603;oic.d.smartplug;;;;;;;;;Enerwave Duplex Receptacle;;;011A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5052;3038;oic.d.smartplug;;;;;;;;;Honeywell Z-Wave Plug-in Switch;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5052;3033;oic.d.smartplug;;;;;;;;;Honeywell Z-Wave Plug-in Switch (Dual Outlet);;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4F50;3032;oic.d.smartplug;;;;;;;;;Honeywell Z-Wave Plug-in Outdoor Smart Switch;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4952;3036;;;;;;;;;;Honeywell Z-Wave In-Wall Smart Switch;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4952;3037;;;;;;;;;;Honeywell Z-Wave In-Wall Smart Toggle Switch;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4952;3133;oic.d.smartplug;;;;;;;;;Honeywell Z-Wave In-Wall Tamper Resistant Duplex Receptacle;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5244;;oic.d.smartplug;;;;;;;;;Eaton RF Receptacle;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;534C;0000;oic.d.smartplug;;;;;;;;;Eaton RF Master Switch;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5354;0003;oic.d.smartplug;;;;;;;;;Eaton RF Appliance Plug-In Module;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5352;0000;;;;;;;;;;Eaton RF Accessory Switch;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5753;3535;;;;;;;;;;GoControl Smart In-Wall Switch;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;5257;3033;;;;;;;;;;GoControl Wall Relay Switch;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4447;3033;;;;;;;;;;Satco In-Wall Light Switch;;;0307;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;4447;3031;oic.d.smartplug;;;;;;;;;Satco Plug-In Module;;;0307;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;B111;1E1C;;;;;;;;;;Zooz Switch;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;B111;251C;;;;;;;;;;Zooz Switch ZEN23;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;0004;000C;oic.d.smartplug;;;;;;;;;Everspring On/Off Plug;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;C000;C001;oic.d.smartplug;;;;;;;;;EVA LOGIK Smart Plug 1CH;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;FF00;FF07;oic.d.smartplug;;;;;;;;;Minoston Outdoor Smart Plug;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;FF00;FF06;oic.d.smartplug;;;;;;;;;Minoston Smart Plug 1CH;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Z-Wave Switch Generic;;;;FF00;FF01;oic.d.smartplug;;;;;;;;;Minoston on/off Toggle Switch;;;0312;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-generic.src/zwave-switch-generic.groovy
Zooz 4-in-1 sensor;;;;2021;2101;;;;;;;;;;Zooz 4-in-1 sensor;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zooz-4-in-1-sensor.src/zooz-4-in-1-sensor.groovy
Zooz 4-in-1 sensor;;;;2021;2101;;;;;;;;;;ZP3111US 4-in-1 Motion;;;0109;;;;SmartThingsPublic/devicetypes/smartthings/zooz-4-in-1-sensor.src/zooz-4-in-1-sensor.groovy
Zigbee Plugin Motion Sensor;;;0104;;E280-KR0A0Z0-HA;;0107;;0000, 0003, 0004, 0406;0006, 0019;;;;;Smart Occupancy Sensor (AC Type);;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-plugin-motion-sensor.src/zigbee-plugin-motion-sensor.groovy
Z-Wave Fan Controller;;;;1001;0334;;;;;;;;;;Leviton 3-Speed Fan Controller;;;001D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-fan-controller.src/zwave-fan-controller.groovy
Z-Wave Fan Controller;;;;4944;3034;;;;;;;;;;GE In-Wall Smart Fan Control;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-fan-controller.src/zwave-fan-controller.groovy
Z-Wave Fan Controller;;;;4944;3131;;;;;;;;;;GE In-Wall Smart Fan Control;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-fan-controller.src/zwave-fan-controller.groovy
Z-Wave Fan Controller;;;;4944;3131;;;;;;;;;;Honeywell Z-Wave Plus In-Wall Fan Speed Control;;;0039;;;;SmartThingsPublic/devicetypes/smartthings/zwave-fan-controller.src/zwave-fan-controller.groovy
Z-Wave Range Extender;;;;0104;0075;;;;;;;;;;Aeotec Range Extender 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0204;0075;;;;;;;;;;Aeotec Range Extender 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0004;0075;;;;;;;;;;Aeotec Range Extender 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0001;0001;;;;;;;;;;Iris Z-Wave Range Extender (Smart Plug);;;0246;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0003;0108;;;;;;;;;;Dome Range Extender DMEX1;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0104;00BD;;;;;;;;;;Aeotec Range Extender 7;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Z-Wave Range Extender;;;;0004;00BD;;;;;;;;;;Aeotec Range Extender 7;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-range-extender.src/zwave-range-extender.groovy
Zigbee Scene Keypad;;;0104;;HY0048;;;;0000, 0003, 0004, 0005;0003, 0004, 0005;;;;;ææ¯å¼å³ 1;;generic-4-button-alt;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-scene-keypad.src/zigbee-scene-keypad.groovy
Zigbee Scene Keypad;;;0104;;0106-G;;;;0000, 0003, 0004, 0005;0003, 0004, 0005;;;;;ææ¯å¼å³ 1;;generic-6-button-alt;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-scene-keypad.src/zigbee-scene-keypad.groovy
Zigbee Scene Keypad;;;0104;;cef8701bb8664a67a83033c071ef05f2;;;;0000, 0005;0000, 0005, 0017;;;;;ææ¯å¼å³ 1;;generic-3-button-alt;;ORVIBO;;;SmartThingsPublic/devicetypes/smartthings/zigbee-scene-keypad.src/zigbee-scene-keypad.groovy
Z-Wave Basic Heat Alarm;;;;0001;0002;;;;;;;;;;FireAngel Thermistek Alarm;;;026F ;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-heat-alarm.src/zwave-basic-heat-alarm.groovy
SmartAlert Siren;;;;0313;010B;;;;;;;;;;FortrezZ Siren Strobe Alarm;;;0084;;;;SmartThingsPublic/devicetypes/smartthings/smartalert-siren.src/smartalert-siren.groovy
Ecolink Wireless Siren;;;;0005;000A;;;;;;;;;;Ecolink Wireless Siren;;;014A;;;;SmartThingsPublic/devicetypes/smartthings/ecolink-wireless-siren.src/ecolink-wireless-siren.groovy
ZigBee RGB Bulb;;;0104;;Gardenspot RGB;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart Gardenspot mini RGB;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgb-bulb.src/zigbee-rgb-bulb.groovy
ZigBee RGB Bulb;;;0104;;LIGHTIFY Gardenspot RGB;;;;0000,0003,0004,0005,0006,0008,0300,0B04,FC0F;0019;;;;;SYLVANIA Smart Gardenspot mini RGB;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgb-bulb.src/zigbee-rgb-bulb.groovy
ZigBee RGB Bulb;;;0104;;Outdoor Accent RGB;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, FC01;0019;;;;;SYLVANIA Outdoor Accent RGB;;;;LEDVANCE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-rgb-bulb.src/zigbee-rgb-bulb.groovy
Dimmer Switch;;;;4457;;;;;;;;;;;GE In-Wall Smart Dimmer;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/dimmer-switch.src/dimmer-switch.groovy
Dimmer Switch;;;;4944;;;;;;;;;;;GE In-Wall Smart Dimmer;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/dimmer-switch.src/dimmer-switch.groovy
Dimmer Switch;;;;5044;;;;;;;;;;;GE Plug-In Smart Dimmer;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/dimmer-switch.src/dimmer-switch.groovy
ZigBee Switch;;;C05E;;;oic.d.light;0000;;0006;;;;;;Generic On/Off Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;;;0103;;0006;;;;;;Generic On/Off Switch;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;;oic.d.smartplug;010A;;0006;;;;;;Generic On/Off Plug;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;4200-C;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0B05;0003, 0006, 0019;;;;;Centralite Smart Outlet;;;;Centralite Systems;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;SA-003-Zigbee;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006;0000;;;;;eWeLink SmartPlug (SA-003);;;;eWeLink;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;HY0001;;;;0000, 0003, 0005, 0004, 0006;;;;;;GDKES Smart Switch;;;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;RH5006;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0702, 0B04;;;;;;GDKES Smart Outlet (GDKES-016);;;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;RH5005;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0702, 0B04;;;;;;GDKES Smart Outlet (GDKES-015);;;;REXENSE;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;HS2SW1L-EFR-3.0;;;;0005, 0004, 0006;0003, 0019;;;;;HEIMAN Smart Switch;;;;HEIMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;HY0095;;;;0000, 0003, 0004, 0005, 0006;;;;;;HONYAR Smart Switch;;;;REX;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;0104;;TRADFRI control outlet;oic.d.smartplug;;;0000, 0003, 0004, 0005, 0006, 0008, FC7C;0005, 0019, 0020;;;;;IKEA TRÃDFRI control outlet;;;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
ZigBee Switch;;;C05E;;BSZTM005;;;;0000, 0003, 0004, 0005, 0006, FFFF;0019;;;;;INGENIUM ZB Mains Switching Module;;;;MEGAMAN;;;SmartThingsPublic/devicetypes/smartthings/zigbee-switch.src/zigbee-switch.groovy
